Kohtu	kohtu	kohtu	0		V	o
palju	@palju	palju	0		D	
     	palju	palju	0		P	sg g
     	palju	palju	0		P	sg n
,	,	,			Z	
et	et	et	0		J	
tema	tema	tema	0		P	sg g
    	@tema	tema	0		P	sg n
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
tea	tea	tead	0		V	o
,	,	,			Z	
kui	@kui	kui	0		D	
   	kui	kui	0		J	
palju	@palju	palju	0		D	
     	palju	palju	0		P	sg g
     	palju	palju	0		P	sg n
hoopisid	hoopisid	hoop	sid		S	pl p
ta	tema	tema	0		P	sg g
  	@ta	tema	0		P	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
sanud	####	####				
     	#saanud	saa	nud		V	nud
.	.	.			Z	
Tema	tema	tema	0		P	sg g
    	@tema	tema	0		P	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
Erikit	####	####				
      	#Erikut	Erik	t		H	sg p
kaks	kaks	kaks	0		N	sg n
ainust	ainus	ainus	t		A	sg p
      	ainu	ainu	st		S	sg el
      	@ainust	ainus	t		S	sg p
korda	kord	kord	0		S	adt
     	@korda	kord	0		S	sg p
     	korda	korda	0		V	o
sanud	####	####				
     	#saanud	saa	nud		V	nud
lüa	####	####				
   	#lüüa	löö	a		V	da
.	.	.			Z	
Kord	@kord	kord	0		D	
    	kord	kord	0		S	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
peäsend	####	####				
       	#pääsenud	pääse	nd		V	nud
tema	tema	tema	0		P	sg g
    	@tema	tema	0		P	sg n
kõrtsu	####	####				
      	#kõrtsi	kõrts	0		S	sg g
tuppa	tuppa	tuba	0		S	adt
tagasi	@tagasi	tagasi	0		D	
      	tagasi	tagasi	0		K	
,	,	,			Z	
se	####	####				
  	#see	see	0		P	sg n
olnud	ol=nud	ol=nud	0		A	
     	ol=nud	ol=nud	0		A	sg n
     	ol=nud	ol=nud	d		A	pl n
     	@olnud	ole	nud		V	nud
     	olnu	olnu	d		S	pl n
ikka	iga	iga	0		S	adt
    	@ikka	ikka	0		D	
alles	alles	alles	0		D	
pime	@pime	pime	0		A	sg n
    	pime	pime	0		S	sg n
,	,	,			Z	
peksjad	peksjad	peks=ja	d		S	pl n
tulnud	tul=nud	tul=nud	0		A	
      	tul=nud	tul=nud	0		A	sg n
      	tul=nud	tul=nud	d		A	pl n
      	@tulnud	tule	nud		V	nud
      	tulnu	tulnu	d		S	pl n
taga	@taga	taga	0		D	
    	taga	taga	0		K	
    	taga	taga	0		V	o
,	,	,			Z	
wiinud	vii=nud	vii=nud	0		A	
      	vii=nud	vii=nud	0		A	sg n
      	vii=nu	vii=nu	d		S	pl n
      	vii=nud	vii=nud	d		A	pl n
      	@viinud	vii	nud		V	nud
teda	teda	tema	da		P	sg p
ueste	####	####				
     	#uuesti	uuesti	0		D	
wälja	väli	väli	0		S	adt
     	väli	väli	0		S	sg g
     	väli	väli	0		S	sg p
     	@välja	välja	0		D	
     	välja	välja	0		V	o
     	välja	väli	0		S	adt
     	välja	väli	0		S	sg g
     	välja	väli	0		S	sg p
ja	ja	ja	0		J	
peksnud	peks=nud	peks=nud	0		A	
       	peks=nud	peks=nud	0		A	sg n
       	peks=nu	peks=nu	d		S	pl n
       	peks=nud	peks=nud	d		A	pl n
       	@peksnud	peks	nud		V	nud
teda	teda	tema	da		P	sg p
weel	@veel	veel	0		D	
    	vesi	vesi	l		S	sg ad
    	veel	vesi	l		S	sg ad
rohkem	rohkem	rohkem	0		D	
,	,	,			Z	
tema	tema	tema	0		P	sg g
    	@tema	tema	0		P	sg n
peasend	####	####				
       	#pääsenud	pääse	nd		V	nud
nende	see	see	de		P	pl g
     	@nende	tema	de		P	pl g
kääst	####	####				
     	#käest	käest	0		K	
wiimaks	@viimaks	viimaks	0		D	
       	vii	vii	maks		V	maks
metsa	@metsa	mets	0		S	adt
     	mets	mets	0		S	sg g
     	mets	mets	0		S	sg p
.	.	.			Z	
Erik	Erik	Erik	0		H	sg n
Rommann	####	####				
       	#Rommann	Rommann	0		H	sg n
sai	@sai	saa	i		V	s
   	sai	sai	0		S	sg n
ette	esi	esi	tte		S	adt
    	@ette	ette	0		D	
    	ette	ette	0		K	
kutsutud	kutsutud	kutsutud	0		A	
        	kutsutud	kutsutud	0		A	sg n
        	kutsutu	kutsutu	d		S	pl n
        	@kutsutud	kutsu	tud		V	tud
        	kutsutud	kutsutud	d		A	pl n
.	.	.			Z	
Tema	tema	tema	0		P	sg g
    	@tema	tema	0		P	sg n
ütles	ütles	ütle	s		V	s
,	,	,			Z	
et	et	et	0		J	
Mart	@Mart	Mart	0		H	sg n
    	mart	mart	0		S	sg n
Wasserman	####	####				
          	#Vassermann	Wassermann	0		H	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
ise	ise	ise	0		A	
   	ise	ise	0		D	
   	ise	ise	0		P	pl n
   	@ise	ise	0		P	sg n
riido	####	####				
     	#riidu	riid	0		S	sg p
teinud	@teinud	tege	nud		V	nud
      	tei=nud	tei=nud	0		A	
      	tei=nud	tei=nud	0		A	sg n
      	tei=nud	tei=nud	d		A	pl n
      	teinu	teinu	d		S	pl n
,	,	,			Z	
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
esimiseks	####	####				
         	#esimeseks	esimeseks	0		D	
teda	teda	tema	da		P	sg p
kiwiga	kiviga	kivi	ga		S	sg kom
kulmu	kulm	kulm	0		S	adt
     	@kulmu	kulm	0		S	sg g
     	kulm	kulm	0		S	sg p
pihta	piht	piht	0		S	adt
     	piht	piht	0		S	sg p
     	pihta	pihta	0		D	
     	@pihta	pihta	0		K	
     	pihta	pihta	0		V	o
löönud	löö=nud	löö=nud	0		A	
      	löö=nud	löö=nud	0		A	sg n
      	löö=nu	löö=nu	d		S	pl n
      	löö=nud	löö=nud	d		A	pl n
      	@löönud	löö	nud		V	nud
,	,	,			Z	
tema	tema	tema	0		P	sg g
    	@tema	tema	0		P	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
Marti	Mart	Mart	0		H	adt
     	@Marti	Mart	0		H	sg p
     	mart	mart	0		S	adt
     	mart	mart	0		S	sg p
wasto	####	####				
     	#vastu	vastu	0		D	
     	vastu	vastu	0		K	
ka	ka	ka	0		D	
löönud	löö=nud	löö=nud	0		A	
      	löö=nud	löö=nud	0		A	sg n
      	löö=nu	löö=nu	d		S	pl n
      	löö=nud	löö=nud	d		A	pl n
      	@löönud	löö	nud		V	nud
rusikaga	rusikaga	rusikas	ga		S	sg kom
,	,	,			Z	
esite	####	####				
     	#esiteks	esiteks	0		D	
toas	toas	tuba	s		S	sg in
ja	ja	ja	0		J	
pärast	pärane	pärane	t		A	sg p
      	@pärast	pärast	0		D	
      	pärast	pärast	0		K	
      	pära	pära	st		S	sg el
õues	@õues	õues	0		D	
    	õu	õu	s		S	sg in
,	,	,			Z	
aga	aga	aga	0		J	
seda	seda	see	da		P	sg p
põle	põle	põle	0		V	o
    	£pole	ole	0		V	neg o
tema	tema	tema	0		P	sg g
    	@tema	tema	0		P	sg n
mitte	mitte	mitte	0		D	
näinud	@näinud	näge	nud		V	nud
      	näi=nud	näi=nud	0		A	
      	näi=nud	näi=nud	0		A	sg n
      	näi=nud	näi=nud	d		A	pl n
      	näinu	näinu	d		S	pl n
      	näi	näi	nud		V	nud
,	,	,			Z	
kas	kas	kas	0		D	
teised	teine	teine	d		O	pl n
      	@teised	teine	d		P	pl n
keski	kes	kes	0	ki	P	pl n
     	keski	kes	0	ki	P	sg n
     	£keegi	keegi	0		P	sg n
Marti	Mart	Mart	0		H	adt
     	@Marti	Mart	0		H	sg p
     	mart	mart	0		S	adt
     	mart	mart	0		S	sg p
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
lönud	####	####				
     	#löönud	löö	nud		V	nud
wõi	või	või	0		D	
   	@või	või	0		J	
   	või	või	0		S	sg g
   	või	või	0		S	sg n
   	või	või	0		V	o
mitte	mitte	mitte	0		D	
,	,	,			Z	
ja	ja	ja	0		J	
Mart	@Mart	Mart	0		H	sg n
    	mart	mart	0		S	sg n
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
olegi	olegi	ole	0	gi	V	o
enam	enam	enam	0		C	sg n
    	@enam	enam	0		D	
tuppa	tuppa	tuba	0		S	adt
tagasi	@tagasi	tagasi	0		D	
      	tagasi	tagasi	0		K	
sanud	####	####				
     	#saanud	saa	nud		V	nud
,	,	,			Z	
kui	kui	kui	0		D	
   	@kui	kui	0		J	
teda	teda	tema	da		P	sg p
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
kord	@kord	kord	0		D	
    	kord	kord	0		S	sg n
wälja	väli	väli	0		S	adt
     	väli	väli	0		S	sg g
     	väli	väli	0		S	sg p
     	@välja	välja	0		D	
     	välja	välja	0		V	o
     	välja	väli	0		S	adt
     	välja	väli	0		S	sg g
     	välja	väli	0		S	sg p
wisatud	visa=tud	visa=tud	0		A	
       	visa=tud	visa=tud	0		A	sg n
       	visa=tu	visa=tu	d		S	pl n
       	visa=tud	visa=tud	d		A	pl n
       	@visatud	viska	tud		V	tud
.	.	.			Z	
JaanWiikholm	####	####				
            	#Jaan_Viikholm	Jaan_Wiikholm	0		H	sg n
tuli	@tuli	tule	i		V	s
    	tuli	tuli	0		S	sg n
ette	esi	esi	tte		S	adt
    	@ette	ette	0		D	
    	ette	ette	0		K	
ja	ja	ja	0		J	
tunistas	####	####				
        	#tunnistas	tunnista	s		V	s
,	,	,			Z	
et	et	et	0		J	
tema	tema	tema	0		P	sg g
    	@tema	tema	0		P	sg n
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
ole	ole	ole	0		V	o
mitte	mitte	mitte	0		D	
näinud	@näinud	näge	nud		V	nud
      	näi=nud	näi=nud	0		A	
      	näi=nud	näi=nud	0		A	sg n
      	näi=nud	näi=nud	d		A	pl n
      	näinu	näinu	d		S	pl n
      	näi	näi	nud		V	nud
kumb	kumb	kumb	0		P	sg n
enne	@enne	enne	0		D	
    	enne	enne	0		K	
    	enne	enne	0		S	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
riido	####	####				
     	#riidu	riid	0		S	sg p
teinud	@teinud	tege	nud		V	nud
      	tei=nud	tei=nud	0		A	
      	tei=nud	tei=nud	0		A	sg n
      	tei=nud	tei=nud	d		A	pl n
      	teinu	teinu	d		S	pl n
,	,	,			Z	
kas	kas	kas	0		D	
Erik	Erik	Erik	0		H	sg n
woi	####	####				
   	või	või	0		S	sg n
   	või	või	0		S	sg g
   	#või	või	0		J	
   	või	või	0		D	
   	või	või	0		V	o
Mart	@Mart	Mart	0		H	sg n
    	mart	mart	0		S	sg n
,	,	,			Z	
aga	aga	aga	0		J	
Tanel	Tanel	Tanel	0		H	sg n
Tomula	####	####				
      	#Tomula	Tomula	0		H	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
teda	teda	tema	da		P	sg p
kõrtsu	####	####				
      	#kõrtsi	kõrts	0		S	sg g
toas	toas	tuba	s		S	sg in
üks	@üks	üks	0		N	sg n
   	üks	üks	0		P	sg n
kord	kord	kord	0		D	
    	@kord	kord	0		S	sg n
lükand	lükand	lükand	0		S	sg n
      	£lükanud	lükka	nd		V	nud
,	,	,			Z	
uksest	uksest	uks	st		S	sg el
wälja	väli	väli	0		S	adt
     	väli	väli	0		S	sg g
     	väli	väli	0		S	sg p
     	@välja	välja	0		D	
     	välja	välja	0		V	o
     	välja	väli	0		S	adt
     	välja	väli	0		S	sg g
     	välja	väli	0		S	sg p
wiskand	####	####				
       	#visanud	viska	nd		V	nud
,	,	,			Z	
õues	@õues	õues	0		D	
    	õu	õu	s		S	sg in
sanud	####	####				
     	#saanud	saa	nud		V	nud
tema	tema	tema	0		P	sg g
    	@tema	tema	0		P	sg n
ka	ka	ka	0		D	
mõne	mõne	mõni	0		P	sg g
korra	korra	kord	0		S	sg g
puga	####	####				
    	#puuga	puu	ga		S	sg kom
selga	@selga	selg	0		S	adt
     	selg	selg	0		S	sg p
,	,	,			Z	
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
tema	tema	tema	0		P	sg g
    	@tema	tema	0		P	sg n
pole	pole	ole	0		V	neg o
pimedas	pime	pime	s		A	sg in
       	@pimedas	pime	s		S	sg in
näinud	@näinud	näge	nud		V	nud
      	näi=nud	näi=nud	0		A	
      	näi=nud	näi=nud	0		A	sg n
      	näi=nud	näi=nud	d		A	pl n
      	näinu	näinu	d		S	pl n
      	näi	näi	nud		V	nud
kes	kes	kes	0		P	pl n
   	@kes	kes	0		P	sg n
teda	teda	tema	da		P	sg p
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
lönud	####	####				
     	#löönud	löö	nud		V	nud
,	,	,			Z	
tema	tema	tema	0		P	sg g
    	@tema	tema	0		P	sg n
jooksnud	jooks=nud	jooks=nud	0		A	
        	jooks=nud	jooks=nud	0		A	sg n
        	jooks=nu	jooks=nu	d		S	pl n
        	jooks=nud	jooks=nud	d		A	pl n
        	@jooksnud	jooks	nud		V	nud
metsa	@metsa	mets	0		S	adt
     	mets	mets	0		S	sg g
     	mets	mets	0		S	sg p
.	.	.			Z	
Kuulnud	kuul=nud	kuul=nud	0		A	
       	kuul=nud	kuul=nud	0		A	sg n
       	kuul=nud	kuul=nud	d		A	pl n
       	kuulnu	kuulnu	d		S	pl n
       	@kuulnud	kuul	nud		V	nud
kül	####	####				
   	#küll	küll	0		D	
kui	kui	kui	0		D	
   	@kui	kui	0		J	
Marti	Mart	Mart	0		H	adt
     	@Marti	Mart	0		H	sg p
     	mart	mart	0		S	adt
     	mart	mart	0		S	sg p
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
peksetud	####	####				
        	#pekstud	peks	tud		V	tud
aga	aga	aga	0		J	
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
põle	põle	põle	0		V	o
    	£pole	ole	0		V	neg o
tohtinud	tohti=nud	tohti=nud	0		A	
        	tohti=nud	tohti=nud	0		A	sg n
        	tohti=nu	tohti=nu	d		S	pl n
        	tohti=nud	tohti=nud	d		A	pl n
        	@tohtinud	tohti	nud		V	nud
appi	@appi	abi	0		S	adt
    	appi	appi	0		I	
minna	minna	mine	a		V	da
.	.	.			Z	
Jaagup	Jaagup	Jaagup	0		H	sg n
Andresen	####	####				
        	#Andresen	Andresen	0		H	sg n
ja	ja	ja	0		J	
Tanel	Tanel	Tanel	0		H	sg n
Tomula	####	####				
      	#Tomula	Tomula	0		H	sg n
said	said	saa	id		V	sid
ette	esi	esi	tte		S	adt
    	@ette	ette	0		D	
    	ette	ette	0		K	
kutsutud	kutsutud	kutsutud	0		A	
        	kutsutud	kutsutud	0		A	sg n
        	kutsutu	kutsutu	d		S	pl n
        	@kutsutud	kutsu	tud		V	tud
        	kutsutud	kutsutud	d		A	pl n
.	.	.			Z	
Nemad	nemad	tema	d		P	pl n
tunistasid	####	####				
          	#tunnistasid	tunnista	sid		V	sid
mõlemad	mõlemad	mõlema	d		P	pl n
üht	@ühte	üks	0		N	sg p
   	üks	üks	0		P	sg p
modi	####	####				
    	#moodi	moodi	0		D	
,	,	,			Z	
et	et	et	0		J	
nemad	nemad	tema	d		P	pl n
on	ole	ole	0		V	b
  	@on	ole	0		V	vad
Erikit	####	####				
      	#Erikut	Erik	t		H	sg p
ja	ja	ja	0		J	
Marti	Mart	Mart	0		H	adt
     	@Marti	Mart	0		H	sg p
     	mart	mart	0		S	adt
     	mart	mart	0		S	sg p
uksest	uksest	uks	st		S	sg el
wälja	väli	väli	0		S	adt
     	väli	väli	0		S	sg g
     	väli	väli	0		S	sg p
     	@välja	välja	0		D	
     	välja	välja	0		V	o
     	välja	väli	0		S	adt
     	välja	väli	0		S	sg g
     	välja	väli	0		S	sg p
wiskand	####	####				
       	#visanud	viska	nd		V	nud
,	,	,			Z	
aga	aga	aga	0		J	
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
olegi	olegi	ole	0	gi	V	o
ise	ise	ise	0		A	
   	ise	ise	0		D	
   	ise	ise	0		P	pl n
   	@ise	ise	0		P	sg n
õue	õu	õu	0		S	adt
   	õu	õu	0		S	sg g
   	õu	õu	0		S	sg p
   	@õue	õue	0		D	
läinud	läinud	läinud	0		A	
      	läinud	läinud	0		A	sg n
      	läinu	läinu	d		S	pl n
      	läinud	läinud	d		A	pl n
      	@läinud	mine	nud		V	nud
ega	ega	ega	0		D	
   	@ega	ega	0		J	
Marti	Mart	Mart	0		H	adt
     	@Marti	Mart	0		H	sg p
     	mart	mart	0		S	adt
     	mart	mart	0		S	sg p
mitte	mitte	mitte	0		D	
peksnud	peks=nud	peks=nud	0		A	
       	peks=nud	peks=nud	0		A	sg n
       	peks=nu	peks=nu	d		S	pl n
       	peks=nud	peks=nud	d		A	pl n
       	@peksnud	peks	nud		V	nud
.	.	.			Z	
Tiina	Tiina	Tiina	0		H	sg g
     	@Tiina	Tiina	0		H	sg n
Kentman	####	####				
       	#Kendman	Kendman	0		H	sg n
(	(	(			Z	
kõrtsunaene	####	####				
           	#kõrtsinaine	kõrtsi_naine	0		S	sg n
)	)	)			Z	
tuli	@tuli	tule	i		V	s
    	tuli	tuli	0		S	sg n
ette	esi	esi	tte		S	adt
    	@ette	ette	0		D	
    	ette	ette	0		K	
ja	ja	ja	0		J	
ütles	ütles	ütle	s		V	s
,	,	,			Z	
et	et	et	0		J	
Jaagup	Jaagup	Jaagup	0		H	sg n
Andresen	####	####				
        	#Andresen	Andresen	0		H	sg n
ja	ja	ja	0		J	
Tanel	Tanel	Tanel	0		H	sg n
Tomula	####	####				
      	#Tomula	Tomula	0		H	sg n
on	ole	ole	0		V	b
  	@on	ole	0		V	vad
riidlejattega	####	####				
             	#riidlejatega	riidleja	tega		S	pl kom
(	(	(			Z	
tükki	tükk	tükk	0		S	adt
     	tükk	tükk	0		S	sg p
     	tükki	tükki	0		D	
     	£tükkis	tükkis	0		D	
)	)	)			Z	
seltsis	@seltsis	seltsis	0		D	
       	seltsis	seltsis	0		K	
       	seltsi	seltsi	s		V	s
       	selts	selts	s		S	sg in
toast	toast	tuba	st		S	sg el
wälja	väli	väli	0		S	adt
     	väli	väli	0		S	sg g
     	väli	väli	0		S	sg p
     	@välja	välja	0		D	
     	välja	välja	0		V	o
     	välja	väli	0		S	adt
     	välja	väli	0		S	sg g
     	välja	väli	0		S	sg p
läinud	läinud	läinud	0		A	
      	läinud	läinud	0		A	sg n
      	läinu	läinu	d		S	pl n
      	läinud	läinud	d		A	pl n
      	@läinud	mine	nud		V	nud
kui	kui	kui	0		D	
   	@kui	kui	0		J	
tema	tema	tema	0		P	sg g
    	@tema	tema	0		P	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
tule	tule	tule	0		V	o
    	@tule	tuli	0		S	sg g
taha	@taha	taha	0		D	
    	taha	taha	0		K	
    	taht	taht	0		V	o
kambri	kamber	kamber	0		S	sg g
      	£kambrisse	kamber	0		S	adt
wiinud	vii=nud	vii=nud	0		A	
      	vii=nud	vii=nud	0		A	sg n
      	vii=nu	vii=nu	d		S	pl n
      	vii=nud	vii=nud	d		A	pl n
      	@viinud	vii	nud		V	nud
.	.	.			Z	
Tuppa	tuppa	tuba	0		S	adt
põle	põle	põle	0		V	o
    	£pole	ole	0		V	neg o
muud	muu	muu	d		P	pl n
    	@muud	muu	d		P	sg p
    	muu	muu	d		S	pl n
    	muu	muu	d		S	sg p
    	muu	muu	d		V	d
kedagi	kedagi	keegi	dagi		P	sg p
jänud	####	####				
     	#jäänud	jää	nud		V	nud
kui	kui	kui	0		D	
   	@kui	kui	0		J	
Karel	####	####				
     	#Kaarel	Karel	0		H	sg n
Wolmer	####	####				
      	#Volmer	Wolmer	0		H	sg n
,	,	,			Z	
seda	seda	see	da		P	sg p
tema	tema	tema	0		P	sg g
    	@tema	tema	0		P	sg n
käskind	käsk_ind	käsk_ind	0		S	sg n
       	£käskinud	käski	nd		V	nud
ukse	ukse	uks	0		S	sg g
kinni	kinni	kinni	0		D	
hoida	hoida	hoid	a		V	da
et	et	et	0		J	
riidlejad	riidlejad	riidle=ja	d		S	pl n
enam	enam	enam	0		C	sg n
    	@enam	enam	0		D	
tuppa	tuppa	tuba	0		S	adt
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
peäse	####	####				
     	#pääse	pääse	0		V	o
.	.	.			Z	
Kui	kui	kui	0		D	
   	@kui	kui	0		J	
peksmine	peksmine	peksmine	0		S	sg n
õues	@õues	õues	0		D	
    	õu	õu	s		S	sg in
suur	suur	suur	0		A	sg n
olnud	ol=nud	ol=nud	0		A	
     	ol=nud	ol=nud	0		A	sg n
     	ol=nud	ol=nud	d		A	pl n
     	@olnud	ole	nud		V	nud
     	olnu	olnu	d		S	pl n
,	,	,			Z	
siis	@siis	siis	0		D	
    	siis	siis	0		J	
tema	tema	tema	0		P	sg g
    	@tema	tema	0		P	sg n
käskind	käsk_ind	käsk_ind	0		S	sg n
       	£käskinud	käski	nd		V	nud
Karel	####	####				
     	#Kaarel	Karel	0		H	sg n
Wolmeri	####	####				
       	#Volmeri	Wolmer	0		H	sg p
appi	@appi	abi	0		S	adt
    	appi	appi	0		I	
minna	minna	mine	a		V	da
aga	aga	aga	0		J	
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
se	####	####				
  	#see	see	0		P	sg n
ole	ole	ole	0		V	o
läinud	läinud	läinud	0		A	
      	läinud	läinud	0		A	sg n
      	läinu	läinu	d		S	pl n
      	läinud	läinud	d		A	pl n
      	@läinud	mine	nud		V	nud
.	.	.			Z	
Karel	####	####				
     	#Kaarel	Karel	0		H	sg n
Wolmer	####	####				
      	#Volmer	Wolmer	0		H	sg n
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
olnud	ol=nud	ol=nud	0		A	
     	ol=nud	ol=nud	0		A	sg n
     	ol=nud	ol=nud	d		A	pl n
     	@olnud	ole	nud		V	nud
     	olnu	olnu	d		S	pl n
käsku	käsk	käsk	0		S	adt
     	@käsku	käsk	0		S	sg p
sanud	####	####				
     	#saanud	saa	nud		V	nud
.	.	.			Z	
Kohus	@kohus	kohus	0		S	sg n
     	kohu	kohu	s		V	s
jättis	jätis	jät	is		V	s
selle	@selle	see	0		P	sg g
     	sell	sell	e		S	pl p
asja	asi	asi	0		S	adt
    	@asja	asi	0		S	sg g
    	asi	asi	0		S	sg p
järgmiseks	järgmiseks	järgmine	ks		A	sg tr
kohtu	kohtu	kohtu	0		V	o
     	@kohtu	kohus	0		S	sg g
pääwaks	####	####				
       	#päevaks	päev	ks		S	sg tr
selitada	selitada	selita	da		V	da
.	.	.			Z	
Juhan	Juhan	Juhan	0		H	sg n
Uukareda	uuk_are	uuk_are	0		A	sg g
        	£Uukareda	Uukareda	0		H	sg n
XXX	XXX	XXX	0		O	?
   	@XXX	XXX	0		Y	?
,	,	,			Z	
Jaagup	Jaagup	Jaagup	0		H	sg n
Leetberk	####	####				
        	#Leetberk	Leetberk	0		H	sg n
