Tullid	tull	tull	d		S	pl n
     	kahju	kahju	0		S	sg g
     	kahju	kahju	0		S	sg p
järge	järg	järg	0		S	adt
     	järg	järg	0		S	sg p
     	järge	järge	0		S	sg n
     	£järgi	järgi	0		D	
wadetud	####	####				
       	#vaadatud	vaata	tud		V	tud
Kui	kui	kui	0		D	
   	@kui	kui	0		J	
Suur	suur	suur	0		A	sg n
se	####	####				
  	#see	see	0		P	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
ning	ning	ning	0		J	
Sai	@sai	saa	i		V	s
   	sai	sai	0		S	sg n
nende	see	see	de		P	pl g
     	@nende	tema	de		P	pl g
Reintnikkude	####	####				
            	#rentnikute	rendik	de		S	pl g
Käest	@käest	käest	0		K	
     	käsi	käsi	st		S	sg el
Küssitud	####	####				
        	#küsitud	küsi	tud		V	tud
Kui	kui	kui	0		D	
   	@kui	kui	0		J	
paljo	####	####				
     	#palju	palju	0		D	
nemmad	####	####				
      	#nemad	tema	d		P	pl n
sedda	####	####				
     	#seda	see	da		P	sg p
Kahjo	####	####				
     	#kahju	kahju	0		S	sg g
tassomist	####	####				
         	#tasumist	tasumine	t		S	sg p
Küssiwad	####	####				
        	#küsivad	küsi	vad		V	vad
nemmad	####	####				
      	#nemad	tema	d		P	pl n
Küssiwad	####	####				
        	#küsivad	küsi	vad		V	vad
Mina	mina	mina	0		P	sg n
    	mina	mina	0		S	sg g
    	mina	mina	0		S	sg n
    	mina	mina	0		S	sg p
    	£Miina	Mina	0		H	sg n
Raet	####	####				
    	#Raet	Raet	0		H	sg n
1	1	1	0		N	?
wak	####	####				
   	#vakk	vakk	0		S	sg n
1	1	1	0		N	?
kül	####	####				
   	küll	küll	0		D	
   	#kül	kül	0		Y	?
ning	ning	ning	0		J	
Tina	tina	tina	0		S	sg g
    	tina	tina	0		S	sg n
    	tina	tina	0		S	sg p
    	£Tiina	Tina	0		H	sg n
Wirwes	Virve	Virve	s		H	sg in
      	virve	virve	s		S	sg in
      	£Virves	Wirwes	0		H	sg n
sel	@sel	see	l		P	sg ad
   	sel	sel	0		Y	?
4	4	4	0		N	?
külm	külm	külm	0		A	sg n
    	külm	külm	0		S	sg n
    	£külm	külm	0		Y	?
,	,	,			Z	
ning	ning	ning	0		J	
et	et	et	0		J	
se	####	####				
  	#see	see	0		P	sg n
kahjo	####	####				
     	kahju	kahi	0		S	sg g
     	kahju	kahi	0		S	sg p
     	kahju	kahi	0		S	adt
     	#kahju	kahju	0		S	sg n
     	kahju	kahju	0		S	sg g
     	kahju	kahju	0		S	sg p
sedda	####	####				
     	#seda	see	da		P	sg p
wäärt	väärt	väärt	0		A	
     	@väärt	väärt	0		D	
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
,	,	,			Z	
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
wöi	####	####				
   	#või	või	0		V	o
sest	@sest	see	st		P	sg el
    	sest	sest	0		J	
mette	mesi	mesi	tte		S	adt
     	mett	mett	e		S	pl p
     	£mitte	mitte	0		D	
mahha	####	####				
     	#maha	maha	0		D	
arwata	arvata	arvata	0		D	
      	@arvata	arva	ta		V	da
      	arva	arva	ta		V	ta
waid	vaid	vaid	0		D	
    	@vaid	vaid	0		J	
se	####	####				
  	#see	see	0		P	sg n
tulleb	####	####				
      	#tuleb	tule	b		V	b
nendele	see	see	dele		P	pl all
       	@nendele	tema	dele		P	pl all
tassoda	tass_oda	tass_oda	0		S	sg g
       	tass_oda	tass_oda	0		S	sg n
       	tass_oda	tass_oda	0		S	sg p
       	£tasuda	tasu	da		V	da
Kelle	kes	kes	0		P	pl g
     	@kelle	kes	0		P	sg g
läbbi	####	####				
     	läbi	läbi	0		D	
     	#läbi	läbi	0		K	
     	läbi	läbi	0		V	o
se	####	####				
  	#see	see	0		P	sg n
Kahjo	####	####				
     	#kahju	kahju	0		S	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
sündinud	sündinud	sündinud	0		A	
        	sündinud	sündinud	0		A	sg n
        	sündinu	sündinu	d		S	pl n
        	@sündinud	sündi	nud		V	nud
        	sündinud	sündinud	d		A	pl n
.	.	.			Z	
Agga	####	####				
    	#aga	aga	0		J	
et	et	et	0		J	
Nüüd	nüüd	nüüd	0		D	
Koolmeistri	koolmeistri	kool_meister	0		S	sg g
Mark	@Mark	Mark	0		H	sg n
    	mark	mark	0		S	sg n
Rinuse	####	####				
      	#Rinuse	Rinus	0		H	sg g
ellajad	####	####				
       	#elajad	elajas	d		S	pl n
on	ole	ole	0		V	b
  	@on	ole	0		V	vad
se	####	####				
  	#see	see	0		P	sg n
Kahjo	####	####				
     	#kahju	kahju	0		S	sg n
teinud	@teinud	tege	nud		V	nud
      	tei=nud	tei=nud	0		A	
      	tei=nud	tei=nud	0		A	sg n
      	tei=nud	tei=nud	d		A	pl n
      	teinu	teinu	d		S	pl n
,	,	,			Z	
tulleks	####	####				
       	#tuleks	tule	ks		V	ks
temmal	####	####				
      	#temal	tema	l		P	sg ad
se	####	####				
  	#see	see	0		P	sg n
kahjo	####	####				
     	kahju	kahi	0		S	sg g
     	kahju	kahi	0		S	sg p
     	kahju	kahi	0		S	adt
     	#kahju	kahju	0		S	sg n
     	kahju	kahju	0		S	sg g
     	kahju	kahju	0		S	sg p
tassoda	tass_oda	tass_oda	0		S	sg g
       	tass_oda	tass_oda	0		S	sg n
       	tass_oda	tass_oda	0		S	sg p
       	£tasuda	tasu	da		V	da
.	.	.			Z	
Agga	####	####				
    	#aga	aga	0		J	
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
ütleb	ütleb	ütle	b		V	b
et	et	et	0		J	
temma	####	####				
     	#tema	tema	0		P	sg g
     	tema	tema	0		P	sg n
ellajad	####	####				
       	#elajad	elajas	d		S	pl n
mette	mesi	mesi	tte		S	adt
     	mett	mett	e		S	pl p
     	£mitte	mitte	0		D	
temma	####	####				
     	#tema	tema	0		P	sg g
     	tema	tema	0		P	sg n
holetusse	####	####				
         	#hooletuse	hooletus	0		S	sg g
läbbi	####	####				
     	läbi	läbi	0		D	
     	#läbi	läbi	0		K	
     	läbi	läbi	0		V	o
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
olle	####	####				
    	#ole	ole	0		V	o
Kahjo	####	####				
     	#kahju	kahju	0		S	sg p
teinud	@teinud	tege	nud		V	nud
      	tei=nud	tei=nud	0		A	
      	tei=nud	tei=nud	0		A	sg n
      	tei=nud	tei=nud	d		A	pl n
      	teinu	teinu	d		S	pl n
,	,	,			Z	
waid	vaid	vaid	0		D	
    	@vaid	vaid	0		J	
pöllu	####	####				
     	#põllu	põld	0		S	sg g
wärrawa	####	####				
       	#värava	värav	0		S	sg g
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
lahti	@lahti	lahti	0		D	
     	laht	laht	i		S	pl p
jätud	####	####				
     	#jäetud	jät	tud		V	tud
,	,	,			Z	
Kust	kusi	kusi	t		S	sg p
    	@kust	kust	0		D	
ellajad	####	####				
       	#elajad	elajas	d		S	pl n
on	ole	ole	0		V	b
  	@on	ole	0		V	vad
sisse	@sisse	sisse	0		D	
     	sisse	sisse	0		K	
     	siss	siss	e		S	pl p
läinud	läinud	läinud	0		A	
      	läinud	läinud	0		A	sg n
      	läinu	läinu	d		S	pl n
      	läinud	läinud	d		A	pl n
      	@läinud	mine	nud		V	nud
,	,	,			Z	
ning	ning	ning	0		J	
et	et	et	0		J	
Körtsi	####	####				
      	#kõrtsi	kõrts	0		S	sg g
Mees	@mees	mees	0		S	sg n
    	mesi	mesi	s		S	sg in
Jaen	####	####				
    	#Jaan	Jaen	0		H	sg n
Hanni	####	####				
     	#Hanni	Hanni	0		H	sg n
Kes	kes	kes	0		P	pl n
   	@kes	kes	0		P	sg n
Sest	@sest	see	st		P	sg el
    	sest	sest	0		J	
wärrawast	####	####				
         	#väravast	värav	st		S	sg el
igga	####	####				
    	#iga	iga	0		P	sg n
    	iga	iga	0		P	sg g
    	iga	iga	0		P	sg p
    	iga	iga	0		S	sg n
    	iga	iga	0		S	sg p
öhtu	####	####				
    	#õhtu	õhtu	0		S	sg n
ja	ja	ja	0		J	
Homiku	####	####				
      	#hommiku	hommik	0		S	sg g
läbbi	####	####				
     	#läbi	läbi	0		D	
     	läbi	läbi	0		K	
     	läbi	läbi	0		V	o
Käib	käib	käi	b		V	b
omma	####	####				
    	#oma	oma	0		P	sg g
    	on	ole	0		V	vad
ellajattega	####	####				
           	#elajatega	elajas	ttega		S	pl kom
,	,	,			Z	
ning	ning	ning	0		J	
temma	####	####				
     	#tema	tema	0		P	sg g
     	tema	tema	0		P	sg n
Karjane	karjane	karjane	0		S	sg n
temma	####	####				
     	#tema	tema	0		P	sg g
     	tema	tema	0		P	sg n
naise	naise	naine	0		S	sg g
sössar	####	####				
      	#sõsar	sõsar	0		S	sg n
Ann	Ann	Ann	0		H	sg n
üks	üks	üks	0		N	sg n
   	@üks	üks	0		P	sg n
10mne	####	####				
     	#10	10	0		N	sg g
aastanne	####	####				
        	#aastane	aastane	0		A	sg n
tütruklaps	####	####				
          	#tüdruklaps	tüdruk_laps	0		S	sg n
Kes	kes	kes	0		P	pl n
   	@kes	kes	0		P	sg n
omma	####	####				
    	#oma	oma	0		P	sg g
    	on	ole	0		V	vad
nödra	####	####				
     	#nõdra	nõder	0		A	sg g
rammuga	rammuga	ramm	ga		S	sg kom
wöib	####	####				
    	#võib	või	b		V	b
olla	olla	ole	a		V	da
wärrawa	####	####				
       	#värava	värav	0		S	sg g
sandisti	sandisti	sandisti	0		D	
Kinni	kinni	kinni	0		D	
pannud	pan=nud	pan=nud	0		A	
      	pan=nud	pan=nud	0		A	sg n
      	pan=nu	pan=nu	d		S	pl n
      	pan=nud	pan=nud	d		A	pl n
      	@pannud	pane	nud		V	nud
,	,	,			Z	
ning	ning	ning	0		J	
Sedda	####	####				
     	#seda	see	da		P	sg p
tunnistab	tunnistab	tunnista	b		V	b
ka	ka	ka	0		D	
Koolmestri	####	####				
          	#koolmeistri	kool_meister	0		S	sg g
emmand	emm_and	emm_and	0		S	sg n
      	£emand	emand	0		S	sg n
,	,	,			Z	
et	et	et	0		J	
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
pärrast	####	####				
       	pärast	pära	st		S	sg el
       	pärast	pärane	t		A	sg p
       	#pärast	pärast	0		D	
       	pärast	pärast	0		K	
selle	@selle	see	0		P	sg g
     	sell	sell	e		S	pl p
kahjo	####	####				
     	kahju	kahi	0		S	sg g
     	kahju	kahi	0		S	sg p
     	kahju	kahi	0		S	adt
     	kahju	kahju	0		S	sg n
     	#kahju	kahju	0		S	sg g
     	kahju	kahju	0		S	sg p
teggemisse	####	####				
          	#tegemise	tegemine	0		S	sg g
leidand	leid_and	leid_and	0		S	sg n
       	£leidnud	leid	nd		V	nud
,	,	,			Z	
et	et	et	0		J	
jälle	jälle	jälle	0		D	
Körtsi	####	####				
      	#kõrtsi	kõrts	0		S	sg g
naise	naise	naine	0		S	sg g
sössara	####	####				
       	#sõsara	sõsar	0		S	sg g
polest	####	####				
      	poolest	pool	st		N	sg el
      	poolest	pool	st		S	sg el
      	poolest	poolene	t		A	sg p
      	#poolest	poolest	0		K	
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
wärrawa	####	####				
       	#värava	värav	0		S	sg g
lahti	@lahti	lahti	0		D	
     	laht	laht	i		S	pl p
jätud	####	####				
     	#jäetud	jät	tud		V	tud
,	,	,			Z	
ning	ning	ning	0		J	
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
Kässo	####	####				
     	#käsu	käsk	0		S	sg g
satand	####	####				
      	#saatnud	saat	nd		V	nud
et	et	et	0		J	
peab	peab	pida	b		V	b
Kindi	####	####				
     	#kinni	kinni	0		D	
pannema	pann_ema	pann_ema	0		S	sg g
       	pann_ema	pann_ema	0		S	sg n
       	pann_ema	pann_ema	0		S	sg p
       	£panema	pane	ma		V	ma
.	.	.			Z	
Nüüd	nüüd	nüüd	0		D	
Kohhus	####	####				
      	kohus	kohu	s		V	s
      	#kohus	kohus	0		S	sg n
Möistis	####	####				
       	#mõistis	mõist	is		V	s
Selle	@selle	see	0		P	sg g
     	sell	sell	e		S	pl p
peale	peale	peale	0		D	
     	@peale	peale	0		K	
     	pea	pea	le		S	sg all
Jaen	####	####				
    	#Jaan	Jaen	0		H	sg n
Hannile	####	####				
       	#Hannile	Hanni	le		H	sg all
1	1	1	0		N	?
wak	####	####				
   	#vakk	vakk	0		S	sg n
odre	####	####				
    	odrad	oder	e		S	pl p
    	#otra	oder	0		S	sg p
maksta	@maksta	maks	ta		V	da
      	maks	maks	ta		V	ta
Selle	@selle	see	0		P	sg g
     	sell	sell	e		S	pl p
pärrast	####	####				
       	pärast	pära	st		S	sg el
       	pärast	pärane	t		A	sg p
       	pärast	pärast	0		D	
       	#pärast	pärast	0		K	
,	,	,			Z	
et	et	et	0		J	
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
Sest	@sest	see	st		P	sg el
    	sest	sest	0		J	
warrawast	varr_ava	varr_ava	st		S	sg el
         	£väravast	värav	st		S	sg el
igga	####	####				
    	#iga	iga	0		P	sg n
    	iga	iga	0		P	sg g
    	iga	iga	0		P	sg p
    	iga	iga	0		S	sg n
    	iga	iga	0		S	sg p
ohtu	oht	oht	0		S	adt
    	oht	oht	0		S	sg p
    	£õhtu	õhtu	0		S	sg n
ja	ja	ja	0		J	
Homiko	####	####				
      	#hommiku	hommik	0		S	sg g
läbbi	####	####				
     	#läbi	läbi	0		D	
     	läbi	läbi	0		K	
     	läbi	läbi	0		V	o
käib	käib	käi	b		V	b
,	,	,			Z	
ning	ning	ning	0		J	
et	et	et	0		J	
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
Koolmeisti	####	####				
          	#koolmeistri	kool_meister	0		S	sg g
emmanda	####	####				
       	#emanda	emand	0		S	sg g
polest	####	####				
      	poolest	pool	st		N	sg el
      	poolest	pool	st		S	sg el
      	poolest	poolene	t		A	sg p
      	#poolest	poolest	0		K	
leitud	@leitud	leid	tud		V	tud
      	leitud	leitud	0		A	
      	leitud	leitud	0		A	sg n
      	leitu	leitu	d		S	pl n
      	leitud	leitud	d		A	pl n
Temma	####	####				
     	tema	tema	0		P	sg n
     	#tema	tema	0		P	sg g
naise	naise	naine	0		S	sg g
sössara	####	####				
       	#sõsara	sõsar	0		S	sg g
wärrawa	####	####				
       	#värava	värav	0		S	sg g
lahti	@lahti	lahti	0		D	
     	laht	laht	i		S	pl p
jatnud	####	####				
      	#jätnud	jät	nud		V	nud
ja	ja	ja	0		J	
Peeter	Peeter	Peeter	0		H	sg n
Sellile	sell	sell	le		S	sg all
       	£Sellile	Selli	le		H	sg all
1	1	1	0		N	?
külmutu	külmu=tu	külmu=tu	0		S	sg g
       	külmu=tu	külmu=tu	0		S	sg n
       	£külimit	külimit	0		S	sg n
Selle	@selle	see	0		P	sg g
     	sell	sell	e		S	pl p
pärrast	####	####				
       	pärast	pära	st		S	sg el
       	pärast	pärane	t		A	sg p
       	pärast	pärast	0		D	
       	#pärast	pärast	0		K	
et	et	et	0		J	
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
Ka	ka	ka	0		D	
omma	####	####				
    	#oma	oma	0		P	sg g
    	on	ole	0		V	vad
hobbusega	####	####				
         	#hobusega	hobune	ga		S	sg kom
Sest	@sest	see	st		P	sg el
    	sest	sest	0		J	
wärrawast	####	####				
         	#väravast	värav	st		S	sg el
läbbi	####	####				
     	#läbi	läbi	0		D	
     	läbi	läbi	0		K	
     	läbi	läbi	0		V	o
käinud	käi=nud	käi=nud	0		A	
      	käi=nud	käi=nud	0		A	sg n
      	käi=nud	käi=nud	d		A	pl n
      	käinu	käinu	d		S	pl n
      	@käinud	käi	nud		V	nud
ning	ning	ning	0		J	
Koolmeistrile	koolmeistrile	kool_meister	le		S	sg all
3	3	3	0		N	?
Külmutu	külmu=tu	külmu=tu	0		S	sg g
       	külmu=tu	külmu=tu	0		S	sg n
       	£külimittu	külimit	0		S	sg p
maksta	@maksta	maks	ta		V	da
      	maks	maks	ta		V	ta
Selle	@selle	see	0		P	sg g
     	sell	sell	e		S	pl p
pärrast	####	####				
       	pärast	pära	st		S	sg el
       	pärast	pärane	t		A	sg p
       	pärast	pärast	0		D	
       	#pärast	pärast	0		K	
et	et	et	0		J	
temma	####	####				
     	#tema	tema	0		P	sg g
     	tema	tema	0		P	sg n
ellajad	####	####				
       	#elajad	elajas	d		S	pl n
on	ole	ole	0		V	b
  	@on	ole	0		V	vad
se	####	####				
  	#see	see	0		P	sg n
Kahjo	####	####				
     	#kahju	kahju	0		S	sg n
teinud	@teinud	tege	nud		V	nud
      	tei=nud	tei=nud	0		A	
      	tei=nud	tei=nud	0		A	sg n
      	tei=nud	tei=nud	d		A	pl n
      	teinu	teinu	d		S	pl n
,	,	,			Z	
ning	ning	ning	0		J	
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
ka	ka	ka	0		D	
omma	####	####				
    	#oma	oma	0		P	sg g
    	on	ole	0		V	vad
lomadega	####	####				
        	#loomadega	loom	dega		S	pl kom
sest	@sest	see	st		P	sg el
    	sest	sest	0		J	
wärrawast	####	####				
         	#väravast	värav	st		S	sg el
läbbi	####	####				
     	#läbi	läbi	0		D	
     	läbi	läbi	0		K	
     	läbi	läbi	0		V	o
kainud	####	####				
      	#käinud	käi	nud		V	nud
.	.	.			Z	
Se	####	####				
  	#see	see	0		P	sg n
õppetaja	####	####				
        	#õpetaja	õpetaja	0		S	sg n
pöllu	####	####				
     	#põllu	põld	0		S	sg g
peal	peal	peal	0		D	
    	@peal	peal	0		K	
    	pea	pea	l		S	sg ad
lomad	####	####				
     	#loomad	loom	d		S	pl n
söötmas	söötmas	sööt	mas		V	mas
.	.	.			Z	
Pea	pea	pea	0		D	
   	pea	pea	0		S	sg g
   	@pea	pea	0		S	sg n
   	pida	pida	0		V	o
Kohtu	kohtu	kohtu	0		V	o
     	@kohtu	kohus	0		S	sg g
Mees	@mees	mees	0		S	sg n
    	mesi	mesi	s		S	sg in
Jaen	####	####				
    	#Jaan	Jaen	0		H	sg n
Kiks	####	####				
    	#Kiks	Kiks	0		H	sg n
+	+	+			Z	
+	+	+			Z	
+	+	+			Z	
,	,	,			Z	
Kohtu	kohtu	kohtu	0		V	o
     	@kohtu	kohus	0		S	sg g
Mees	@mees	mees	0		S	sg n
    	mesi	mesi	s		S	sg in
Roman	Roman	Roman	0		H	sg n
Pehgme	####	####				
      	#Pehgme	Pehgme	0		H	sg n
+	+	+			Z	
+	+	+			Z	
+	+	+			Z	
,	,	,			Z	
Kohtu	kohtu	kohtu	0		V	o
     	@kohtu	kohus	0		S	sg g
Mees	@mees	mees	0		S	sg n
    	mesi	mesi	s		S	sg in
Gorg	####	####				
    	#Gorg	Gorg	0		H	sg n
Lahd	####	####				
    	#Lahd	Lahd	0		H	sg n
+	+	+			Z	
+	+	+			Z	
+	+	+			Z	
