Tullid	tull	tull	d		S	pl n
ette	esi	esi	tte		S	adt
    	@ette	ette	0		D	
    	ette	ette	0		K	
kutsutud	kutsutud	kutsutud	0		A	
        	kutsutud	kutsutud	0		A	sg n
        	kutsutu	kutsutu	d		S	pl n
        	@kutsutud	kutsu	tud		V	tud
        	kutsutud	kutsutud	d		A	pl n
ja	ja	ja	0		J	
räkisid	####	####				
       	#rääkisid	rääki	sid		V	sid
,	,	,			Z	
et	et	et	0		J	
nemmad	####	####				
      	#nemad	tema	d		P	pl n
Lätti	Läti	Läti	0		H	adt
     	£Läti	Lätti	0		H	sg g
male	male	male	0		S	sg g
    	male	male	0		S	sg n
    	£maale	maa	le		S	sg ad
kartohwlid	####	####				
          	#kartulit	kartohvel	d		S	sg p
otsima	otsima	otsi	ma		V	ma
läinud	läinud	läinud	0		A	
      	läinud	läinud	0		A	sg n
      	läinu	läinu	d		S	pl n
      	läinud	läinud	d		A	pl n
      	@läinud	mine	nud		V	nud
,	,	,			Z	
ja	ja	ja	0		J	
siis	@siis	siis	0		D	
    	siis	siis	0		J	
teispool	teis_pool	teis_pool	0		D	
        	@teispool	teis_pool	0		K	
Ruhja	####	####				
     	#Ruhja	Ruhja	0		H	sg p
ühhes	####	####				
     	#ühes	üks	s		P	sg in
körtsis	####	####				
       	#kõrtsis	kõrts	s		S	sg in
üks	üks	üks	0		N	sg n
   	@üks	üks	0		P	sg n
Lätlane	lätlane	lätlane	0		S	sg n
neile	see	see	le		P	pl all
     	@neile	tema	le		P	pl all
kartohwlid	####	####				
          	#kartulid	kartohvel	d		S	pl n
lubband	####	####				
       	#lubanud	luba	nd		V	nud
anda	anda	and	a		V	da
,	,	,			Z	
ja	ja	ja	0		J	
se	####	####				
  	#see	see	0		P	sg n
olnud	ol=nud	ol=nud	0		A	
     	ol=nud	ol=nud	0		A	sg n
     	ol=nud	ol=nud	d		A	pl n
     	@olnud	ole	nud		V	nud
     	olnu	olnu	d		S	pl n
se	####	####				
  	#see	see	0		P	sg n
Jehkob	####	####				
      	#Jehkob	Jehkob	0		H	sg n
Ohsul	####	####				
     	#Ohsul	Ohsul	0		H	sg n
,	,	,			Z	
kes	kes	kes	0		P	pl n
   	@kes	kes	0		P	sg n
ka	ka	ka	0		D	
praego	####	####				
      	#praegu	praegu	0		D	
sia	####	####				
   	#siia	siia	0		D	
todud	####	####				
     	#toodud	too	dud		V	tud
,	,	,			Z	
kedda	####	####				
     	#keda	kes	da		P	sg g
nemmad	####	####				
      	#nemad	tema	d		P	pl n
agga	####	####				
    	#aga	aga	0		J	
enne	@enne	enne	0		D	
    	enne	enne	0		K	
    	enne	enne	0		S	sg n
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
olle	####	####				
    	#ole	ole	0		V	o
tunnud	####	####				
      	#tundnud	tund	nud		V	nud
.	.	.			Z	
Sesamma	####	####				
       	#seesama	see_sama	0		P	sg n
winud	vinu	vinu	d		S	pl n
     	£viinud	vii	nud		V	nud
neid	neid	neid	0		S	sg n
    	see	see	d		P	pl p
    	@neid	tema	d		P	pl p
öhto	####	####				
    	#õhtu	õhtu	0		S	sg n
pimmedas	####	####				
        	#pimedas	pime	s		A	sg in
ühte	ühe	ühe	0		S	sg g
    	ühte	ühte	0		D	
    	üks	üks	0		N	adt
    	üks	üks	0		N	sg p
    	@ühte	üks	0		P	adt
    	üks	üks	0		P	sg p
kohta	@kohta	koht	0		S	adt
     	koht	koht	0		S	sg p
     	kohta	kohta	0		K	
     	kohta	kohta	0		V	o
kartohwle	####	####				
         	#kartuli	kartohvel	0		S	sg g
kopade	####	####				
      	#koobaste	koobas	de		S	pl g
jure	####	####				
    	juurde	juur	de		S	adt
    	juurde	juurde	0		D	
    	#juurde	juurde	0		K	
,	,	,			Z	
mis	mis	mis	0		P	pl n
   	@mis	mis	0		P	sg n
nemmad	####	####				
      	#nemad	tema	d		P	pl n
seltsis	@seltsis	seltsis	0		D	
       	seltsis	seltsis	0		K	
       	seltsi	seltsi	s		V	s
       	selts	selts	s		S	sg in
lahti	@lahti	lahti	0		D	
     	laht	laht	i		S	pl p
teinud	@teinud	tege	nud		V	nud
      	tei=nud	tei=nud	0		A	
      	tei=nud	tei=nud	0		A	sg n
      	tei=nud	tei=nud	d		A	pl n
      	teinu	teinu	d		S	pl n
,	,	,			Z	
ja	ja	ja	0		J	
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
siis	@siis	siis	0		D	
    	siis	siis	0		J	
Jehkob	####	####				
      	#Jehkob	Jehkob	0		H	sg n
Ohsul	####	####				
     	#Ohsul	Ohsul	0		H	sg n
neile	see	see	le		P	pl all
     	@neile	tema	le		P	pl all
ilma	ilm	ilm	0		S	adt
    	ilm	ilm	0		S	sg g
    	ilm	ilm	0		S	sg p
    	ilma	ilma	0		D	
    	@ilma	ilma	0		K	
möötmatta	####	####				
         	#mõõtmata	mõõt	matta		V	mata
kartohwlid	####	####				
          	#kartulid	kartohvel	d		S	pl n
münud	####	####				
     	#müünud	müü	nud		V	nud
.	.	.			Z	
Hendrik	Hendrik	Hendrik	0		H	sg n
Ärg	####	####				
   	#Ärg	Ärg	0		H	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
temmale	####	####				
       	#temale	tema	le		P	sg all
3	3	3	0		N	?
Rubla	rubla	rubla	0		S	sg g
     	rubla	rubla	0		S	sg n
     	@rubla	rubla	0		S	sg p
ja	ja	ja	0		J	
Karl	Karl	Karl	0		H	sg n
Pern	####	####				
    	#Pärn	Pärn	0		H	sg n
2	2	2	0		N	?
Rubla	rubla	rubla	0		S	sg g
     	rubla	rubla	0		S	sg n
     	@rubla	rubla	0		S	sg p
rahha	####	####				
     	raha	raha	0		S	sg g
     	#raha	raha	0		S	sg p
maksnud	maks=nud	maks=nud	0		A	
       	maks=nud	maks=nud	0		A	sg n
       	maks=nu	maks=nu	d		S	pl n
       	maks=nud	maks=nud	d		A	pl n
       	@maksnud	maks	nud		V	nud
,	,	,			Z	
ja	ja	ja	0		J	
polle	####	####				
     	#pole	ole	0		V	neg o
neid	neid	neid	0		S	sg n
    	@neid	see	d		P	pl p
    	tema	tema	d		P	pl p
kartohwlid	####	####				
          	#kartulid	kartohvel	d		S	pl n
mitte	mitte	mitte	0		D	
rohkem	rohkem	rohkem	0		D	
olnud	ol=nud	ol=nud	0		A	
     	ol=nud	ol=nud	0		A	sg n
     	ol=nud	ol=nud	d		A	pl n
     	@olnud	ole	nud		V	nud
     	olnu	olnu	d		S	pl n
,	,	,			Z	
kui	kui	kui	0		D	
   	@kui	kui	0		J	
nemmad	####	####				
      	#nemad	tema	d		P	pl n
peakohtomehhe	####	####				
             	#peakohtumehe	pea_kohus_mees	0		S	sg g
Hendrik	Hendrik	Hendrik	0		H	sg n
Lauril	Lauri	Lauri	l		H	sg ad
      	@Laur	Laur	l		H	sg ad
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
ette	esi	esi	tte		S	adt
    	@ette	ette	0		D	
    	ette	ette	0		K	
näitnud	####	####				
       	#näidanud	näita	nud		V	nud
.	.	.			Z	
Jehkob	####	####				
      	#Jehkob	Jehkob	0		H	sg n
Ohsul	####	####				
     	#Ohsul	Ohsul	0		H	sg n
wastas	vastas	vastas	0		D	
      	vastas	vastas	0		K	
      	@vastas	vasta	s		V	s
,	,	,			Z	
et	et	et	0		J	
Hendrik	Hendrik	Hendrik	0		H	sg n
Ärg	####	####				
   	#Ärg	Ärg	0		H	sg n
ja	ja	ja	0		J	
Karl	Karl	Karl	0		H	sg n
Pern	####	####				
    	#Pärn	Pärn	0		H	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
kahhe	####	####				
     	kahe	kahe	0		N	sg g
     	#kahe	kaks	0		N	sg g
hobbusega	####	####				
         	#hobusega	hobune	ga		S	sg kom
olnud	ol=nud	ol=nud	0		A	
     	ol=nud	ol=nud	0		A	sg n
     	ol=nud	ol=nud	d		A	pl n
     	@olnud	ole	nud		V	nud
     	olnu	olnu	d		S	pl n
ja	ja	ja	0		J	
6	6	6	0		N	?
kotti	kott	kott	0		S	adt
     	kott	kott	0		S	sg p
     	kotti	kotti	0		D	
     	kott	kott	i		S	pl p
     	£koti	kott	0		S	sg g
sees	sees	sees	0		D	
    	@sees	sees	0		K	
umbes	umbes	umbes	0		A	
     	@umbes	umbes	0		D	
     	umme	umme	s		S	sg in
12	12	12	0		N	?
wakka	vakk	vakk	0		S	adt
     	vakk	vakk	0		S	sg p
     	vakka	vakka	0		D	
     	vakka	vakk	0		S	adt
     	@vakka	vakk	0		S	sg p
kartohwlid	####	####				
          	#kartulit	kartohvel	d		S	sg p
ärra	####	####				
    	#ära	ära	0		D	
    	ära	ära	0		V	neg o
winud	vinu	vinu	d		S	pl n
     	£viinud	vii	nud		V	nud
ja	ja	ja	0		J	
selle	@selle	see	0		P	sg g
     	sell	sell	e		S	pl p
eest	eest	eest	0		D	
    	@eest	eest	0		K	
    	esi	esi	st		S	sg el
2	2	2	0		N	?
Rubla	rubla	rubla	0		S	sg g
     	rubla	rubla	0		S	sg n
     	@rubla	rubla	0		S	sg p
rahha	####	####				
     	raha	raha	0		S	sg g
     	#raha	raha	0		S	sg p
temmale	####	####				
       	#temale	tema	le		P	sg all
andnud	and=nud	and=nud	0		A	
      	and=nud	and=nud	0		A	sg n
      	and=nu	and=nu	d		S	pl n
      	and=nud	and=nud	d		A	pl n
      	@andnud	and	nud		V	nud
,	,	,			Z	
et	et	et	0		J	
ta	tema	tema	0		P	sg g
  	@ta	tema	0		P	sg n
neile	see	see	le		P	pl all
     	@neile	tema	le		P	pl all
juhhatanud	####	####				
          	#juhatanud	juhata	nud		V	nud
,	,	,			Z	
kus	kus	kus	0		D	
kartohwli	####	####				
         	#kartuli	kartohvel	0		S	sg g
koopad	koopad	koobas	d		S	pl n
olnud	ol=nud	ol=nud	0		A	
     	ol=nud	ol=nud	0		A	sg n
     	ol=nud	ol=nud	d		A	pl n
     	@olnud	ole	nud		V	nud
     	olnu	olnu	d		S	pl n
,	,	,			Z	
ja	ja	ja	0		J	
ka	ka	ka	0		D	
wee	vesi	vesi	0		S	sg g
   	£veel	veel	0		D	
öllut	####	####				
     	#õlut	õlu	t		S	sg p
ja	ja	ja	0		J	
wiina	viin	viin	0		S	adt
     	viin	viin	0		S	sg g
     	@viina	viin	0		S	sg p
andnud	and=nud	and=nud	0		A	
      	and=nud	and=nud	0		A	sg n
      	and=nu	and=nu	d		S	pl n
      	and=nud	and=nud	d		A	pl n
      	@andnud	and	nud		V	nud
.	.	.			Z	
4	4	4	0		N	?
koopad	koopad	koobas	d		S	pl n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
nemmad	####	####				
      	#nemad	tema	d		P	pl n
lahti	@lahti	lahti	0		D	
     	laht	laht	i		S	pl p
teinud	@teinud	tege	nud		V	nud
      	tei=nud	tei=nud	0		A	
      	tei=nud	tei=nud	0		A	sg n
      	tei=nud	tei=nud	d		A	pl n
      	teinu	teinu	d		S	pl n
,	,	,			Z	
ja	ja	ja	0		J	
se	####	####				
  	#see	see	0		P	sg n
olnud	ol=nud	ol=nud	0		A	
     	ol=nud	ol=nud	0		A	sg n
     	ol=nud	ol=nud	d		A	pl n
     	@olnud	ole	nud		V	nud
     	olnu	olnu	d		S	pl n
2	2	2	0		N	?
Januar	####	####				
      	#jaanuar	jaanuar	0		S	sg n
öhto	####	####				
    	#õhtu	õhtu	0		S	sg n
peäle	####	####				
     	peale	pea	le		S	sg all
     	peale	peale	0		D	
     	#peale	peale	0		K	
kell	kell	kell	0		S	sg n
7.	7.	7.	0		O	?
Hendrik	Hendrik	Hendrik	0		H	sg n
Ärg	####	####				
   	#Ärg	Ärg	0		H	sg n
ja	ja	ja	0		J	
Karl	Karl	Karl	0		H	sg n
Pern	####	####				
    	#Pärn	Pärn	0		H	sg n
ütlesid	ütlesid	ütle	sid		V	sid
,	,	,			Z	
et	et	et	0		J	
nemmad	####	####				
      	#nemad	tema	d		P	pl n
agga	####	####				
    	#aga	aga	0		J	
umbes	umbes	umbes	0		A	
     	@umbes	umbes	0		D	
     	umme	umme	s		S	sg in
4	4	4	0		N	?
wakka	vakk	vakk	0		S	adt
     	vakk	vakk	0		S	sg p
     	vakka	vakka	0		D	
     	vakka	vakk	0		S	adt
     	@vakka	vakk	0		S	sg p
kartohwlid	####	####				
          	#kartulit	kartohvel	d		S	sg p
on	ole	ole	0		V	b
  	@on	ole	0		V	vad
Jehkob	####	####				
      	#Jehkob	Jehkob	0		H	sg n
Ohsul	####	####				
     	#Ohsul	Ohsul	0		H	sg n
käest	@käest	käest	0		K	
     	käsi	käsi	st		S	sg el
sanud	####	####				
     	#saanud	saa	nud		V	nud
ja	ja	ja	0		J	
5	5	5	0		N	?
Rubla	rubla	rubla	0		S	sg g
     	rubla	rubla	0		S	sg n
     	@rubla	rubla	0		S	sg p
temmale	####	####				
       	#temale	tema	le		P	sg all
selle	@selle	see	0		P	sg g
     	sell	sell	e		S	pl p
eest	eest	eest	0		D	
    	@eest	eest	0		K	
    	esi	esi	st		S	sg el
maksnud	maks=nud	maks=nud	0		A	
       	maks=nud	maks=nud	0		A	sg n
       	maks=nu	maks=nu	d		S	pl n
       	maks=nud	maks=nud	d		A	pl n
       	@maksnud	maks	nud		V	nud
.	.	.			Z	
Muud	@muud	muu	d		P	pl n
    	muu	muu	d		P	sg p
    	muu	muu	d		S	pl n
    	muu	muu	d		S	sg p
    	muu	muu	d		V	d
näggiad	####	####				
       	#nägijad	nägija	d		S	pl n
polle	####	####				
     	#pole	ole	0		V	neg o
seäl	####	####				
    	#seal	seal	0		D	
olnud	ol=nud	ol=nud	0		A	
     	ol=nud	ol=nud	0		A	sg n
     	ol=nud	ol=nud	d		A	pl n
     	@olnud	ole	nud		V	nud
     	olnu	olnu	d		S	pl n
,	,	,			Z	
sest	see	see	st		P	sg el
    	@sest	sest	0		J	
et	et	et	0		J	
jubba	####	####				
     	#juba	juba	0		D	
pimme	####	####				
     	#pime	pime	0		A	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
olnud	ol=nud	ol=nud	0		A	
     	ol=nud	ol=nud	0		A	sg n
     	ol=nud	ol=nud	d		A	pl n
     	@olnud	ole	nud		V	nud
     	olnu	olnu	d		S	pl n
.	.	.			Z	
Peakohtomees	####	####				
            	#peakohtumees	pea_kohus_mees	0		S	sg n
Hendrik	Hendrik	Hendrik	0		H	sg n
Laur	Laur	Laur	0		H	sg n
tunnistas	tunnistas	tunnista	s		V	s
,	,	,			Z	
et	et	et	0		J	
läbbi	####	####				
     	läbi	läbi	0		D	
     	#läbi	läbi	0		K	
     	läbi	läbi	0		V	o
otsimisse	otsimine	otsimine	se		S	adt
         	£otsimise	otsimine	0		S	sg g
jures	####	####				
     	juures	juur	s		S	sg in
     	juures	juures	0		D	
     	#juures	juures	0		K	
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
Hendrik	Hendrik	Hendrik	0		H	sg n
Ärg	####	####				
   	#Ärg	Ärg	0		H	sg n
ja	ja	ja	0		J	
Karl	Karl	Karl	0		H	sg n
Pern	####	####				
    	#Pärn	Pärn	0		H	sg n
jures	####	####				
     	juures	juur	s		S	sg in
     	juures	juures	0		D	
     	#juures	juures	0		K	
agga	####	####				
    	#aga	aga	0		J	
4	4	4	0		N	?
wak	####	####				
   	#vakk	vakk	0		S	sg n
kartohwlid	####	####				
          	#kartulit	kartohvel	d		S	sg p
leidnud	leid=nud	leid=nud	0		A	
       	leid=nud	leid=nud	0		A	sg n
       	leid=nu	leid=nu	d		S	pl n
       	leid=nud	leid=nud	d		A	pl n
       	@leidnud	leid	nud		V	nud
,	,	,			Z	
mis	mis	mis	0		P	pl n
   	@mis	mis	0		P	sg n
ta	tema	tema	0		P	sg g
  	@ta	tema	0		P	sg n
ennese	####	####				
      	#enese	ise	0		P	sg g
jure	####	####				
    	juurde	juur	de		S	adt
    	juurde	juurde	0		D	
    	#juurde	juurde	0		K	
hoida	hoida	hoid	a		V	da
winud	vinu	vinu	d		S	pl n
     	£viinud	vii	nud		V	nud
.	.	.			Z	
Et	et	et	0		J	
nüüd	nüüd	nüüd	0		D	
Hendrik	Hendrik	Hendrik	0		H	sg n
Ärg	####	####				
   	#Ärg	Ärg	0		H	sg n
ja	ja	ja	0		J	
Karl	Karl	Karl	0		H	sg n
Pärn	pärn	pärn	0		S	sg n
    	£Pärn	Pärn	0		H	sg n
awwalikku	####	####				
         	#avaliku	avalik	0		A	sg g
wargaks	vargaks	varas	ks		S	sg tr
tulleb	####	####				
      	#tuleb	tule	b		V	b
piddada	####	####				
       	#pidada	pida	da		V	da
,	,	,			Z	
et	et	et	0		J	
nemmad	####	####				
      	#nemad	tema	d		P	pl n
öse	####	####				
   	#öösel	öösel	0		D	
pimmedas	####	####				
        	#pimedas	pime	s		A	sg in
wööra	####	####				
     	#võõra	võõras	0		A	sg g
kartohwli	####	####				
         	#kartuli	kartohvel	0		S	sg g
kopade	####	####				
      	#koobaste	koobas	de		S	pl g
jure	####	####				
    	juurde	juur	de		S	adt
    	juurde	juurde	0		D	
    	#juurde	juurde	0		K	
läinud	läinud	läinud	0		A	
      	läinud	läinud	0		A	sg n
      	läinu	läinu	d		S	pl n
      	läinud	läinud	d		A	pl n
      	@läinud	mine	nud		V	nud
,	,	,			Z	
need	need	see	d		P	pl n
ärra	####	####				
    	#ära	ära	0		D	
    	ära	ära	0		V	neg o
löhkunud	####	####				
        	#lõhkunud	lõhku	nud		V	nud
,	,	,			Z	
ja	ja	ja	0		J	
ilma	ilm	ilm	0		S	adt
    	ilm	ilm	0		S	sg g
    	ilm	ilm	0		S	sg p
    	ilma	ilma	0		D	
    	@ilma	ilma	0		K	
möötmatta	####	####				
         	#mõõtmata	mõõt	matta		V	mata
kartohwlid	####	####				
          	#kartulid	kartohvel	d		S	pl n
peäle	####	####				
     	peale	pea	le		S	sg all
     	#peale	peale	0		D	
     	peale	peale	0		K	
pannud	pan=nud	pan=nud	0		A	
      	pan=nud	pan=nud	0		A	sg n
      	pan=nu	pan=nu	d		S	pl n
      	pan=nud	pan=nud	d		A	pl n
      	@pannud	pane	nud		V	nud
,	,	,			Z	
se	####	####				
  	#see	see	0		P	sg n
warrastud	####	####				
         	#varastatud	varasta	tud		V	tud
assi	ass	ass	0		S	adt
    	ass	ass	0		S	sg g
    	ass	ass	0		S	sg p
    	£asi	asi	0		S	sg n
ka	ka	ka	0		D	
surem	####	####				
     	#suurem	suurem	0		C	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
,	,	,			Z	
kui	kui	kui	0		D	
   	@kui	kui	0		J	
koggokonna	####	####				
          	#kogukonna	kogukond	0		S	sg g
kohhus	####	####				
      	kohus	kohu	s		V	s
      	#kohus	kohus	0		S	sg n
woib	####	####				
    	#võib	või	b		V	b
moista	####	####				
      	#mõista	mõist	a		V	da
,	,	,			Z	
sai	@sai	saa	i		V	s
   	sai	sai	0		S	sg n
möistetud	####	####				
         	#mõistetud	mõist	tud		V	tud
:	:	:			Z	
Tallor	####	####				
      	#tallor	tallor	0		Y	?
.	.	.			Z	
seäduse	####	####				
       	#seaduse	seadus	0		S	sg g
§	§	§	0		Y	?
1070.	1070.	1070.	0		O	?
järrele	####	####				
       	järele	järele	0		D	
       	#järele	järele	0		K	
se	####	####				
  	#see	see	0		P	sg n
warguse	varguse	vargus	0		S	sg g
asja	asi	asi	0		S	adt
    	@asja	asi	0		S	sg g
    	asi	asi	0		S	sg p
protokoll	protokoll	protokoll	0		S	sg n
Keiserl	####	####				
       	#keiserl	keiserl	0		Y	?
.	.	.			Z	
Wiljandi	@Viljandi	Viljandi	0		H	sg g
        	Viljandi	Viljandi	0		H	sg n
        	viljandi	viljandi	0		G	
Makohto	####	####				
       	#maakohtu	maakohus	0		S	sg g
kätte	käsi	käsi	tte		S	adt
     	@kätte	kätte	0		K	
täiema	täie=m	täie=m	0		C	sg g
      	¤					
ülle	ülle	ülle	0		D	
    	üle	üle	0		D	
    	@üle	üle	0		K	
kulamisseks	####	####				
           	#kuulamiseks	kuulamine	ks		S	sg tr
sai	@sai	saa	i		V	s
   	sai	sai	0		S	sg n
